#Programa,Categoría funcional,Categoría económica,Fecha,NIF,Nombre empresa,Descripción,Importe
Administración General ,920,22709,2019-01-01,A08663619,"CAIXABANK, S.A.",CAIXA 479 INTERESES-COMISIONES-GASTOS,12.0
Administración General de servicios sociales,230,22100,2019-08-26,A08431090,NATURGY IBERIA SA,"Fra. ELECTRICIDAD en IGLESIA,7 del 07/06/2019 - 04/07/2019",283.67
Asistencia a personas dependientes,234,22100,2019-08-26,A08431090,NATURGY IBERIA SA,"Fra. ELECTRICIDAD en ANTON,40 del 07/06/2019 - 07/07/2019",1493.96
Administración general de educación,320,22100,2019-08-26,A08431090,NATURGY IBERIA SA,"Fra. ELECTRICIDAD en ALPEDRETE,43 del 07/06/2019 - 04/07/2019",793.82
Bibliotecas y Archivos,332,22100,2019-08-26,A08431090,NATURGY IBERIA SA,"Fra. ELECTRICIDAD en RONDON,12 del 07/06/2019 - 04/07/2019",779.28
Promoción cultural,334,22609,2019-08-26,005420632S,"GARCIA*BARTOLOME,MARIA AZUCENA",Fra Plantas regalo Profesores,126.0
Promoción cultural,334,22609,2019-08-26,B84044650,PRODUCCIONES TEATRALES ALGOQUIN SL,Fra. 2019000019170 realización del espectáculo FITOTERAPIA:EN ESENCIA TRIBUTO A FITO  en EL ESCENARIO HABILITADO EN LA PLAZA DE LA CONSTITUCIÓN DE MORALZARZAL el dia 1608201,4356.0
Instalaciones de ocupación del tiempo libre,337,22100,2019-08-26,A08431090,NATURGY IBERIA SA,"Fra. ELECTRICIDAD en SALVADOR SANCHEZ FRASCUELO,9 del 28/05/2019 - 18/06/2019",958.48
Instalaciones de ocupación del tiempo libre,337,22100,2019-08-26,A08431090,NATURGY IBERIA SA,"Fra. ELECTRICIDAD en SALVADOR SANCHEZ FRASCUELO,0009 BIS del 10/06/2019 - 04/07/2019",224.88
Juventud,339,22100,2019-08-26,A08431090,NATURGY IBERIA SA,"Fra. ELECTRICIDAD en ANTON,30 del 25/06/2019 - 22/07/2019",82.35
Administración General de Deportes,340,22100,2019-08-26,A08431090,NATURGY IBERIA SA,"Fra. ELECTRICIDAD en CAÑADA,0050 BIS del 29/05/2019 - 18/06/2019",708.09
Administración General de Deportes,340,22104,2019-08-26,B82052564,DEPORTES DANIEL BRAVO S.L.,Fra. Camisetas tecnicas con escudo,229.9
Administración General de Deportes,340,22199,2019-08-26,B87657839,IBERIAN MEDICAL DEVICES SL,Fra. DCH-A-AVD,285.8
Administración General de Deportes,340,22609,2019-08-26,B82052564,DEPORTES DANIEL BRAVO S.L.,"Fra. Cristales Grabados a color Marcha ""PEDRO HERRERO""",121.0
Piscina Cubierta Municipal ,343,22100,2019-08-26,A08431090,NATURGY IBERIA SA,"Fra. ELECTRICIDAD en CAÑADA,0050 BIS del 29/05/2019 - 18/06/2019",4012.5
Administración General ,920,21300,2019-08-26,A82825456,"SALTOKI CENTRO, S.A.","Fra. 7866020010|BEG DET MOV TECHO EMP Ï10M/2,5 360¿ PD3N-1C-FT MANDO",100.93
Administración General ,920,22100,2019-08-26,A08431090,NATURGY IBERIA SA,"Fra. ELECTRICIDAD en CONSTITUCION,1 del 28/05/2019 - 18/06/2019",935.46
Administración General ,920,22201,2019-08-26,A83052407,"SOCIEDAD ESTATAL DE CORREOS Y TELEGRAFOS,S.A.",Fra. 28000576/CT28000431 Carta Certificada ES 0 - 20 gr N D1(GRANDES CIUDADES) 01 EXENTO,1235.65
Administración General ,920,22602,2019-08-26,Q7850065I,PUBLICACIONES OFICIALES-BOCAM,Fra Apr Padron IBI urbana 2019 y otros,507.63
Administración General ,920,22605,2019-08-26,014305415J,"QUINTANA*DAIMIEL,FERNANDO",Fra Consultas/informe varias registro propiedad Mayo 2019 - PAGADA CARGO BANKIA 10/06/2019,32.74
Administración General ,920,22605,2019-08-26,014305415J,"QUINTANA*DAIMIEL,FERNANDO",Fra Consultas/informe varias registro propiedad Junio 2019 - PAGADA CARGO BANKIA 08/07/2019,32.74
Administración General ,920,22709,2019-08-26,A39000013,BANCO SANTANDER SA,BSCH GASTOS DEVOLUCION RECIBOS,1.21
Administración Gral Seguridad y Protección Civil,130,21300,2019-08-27,A84149566,EIVAR OBRAS E INGENIERIA  S.A.,Fra. -Orden de Trabajo Nº 289913,280.38
Administración Gral Seguridad y Protección Civil,130,21300,2019-08-27,A84149566,EIVAR OBRAS E INGENIERIA  S.A.,Fra. Albarán nº18472,63.0
Protección civil,135,22104,2019-08-27,B80281488,EL CORTE MILITAR  S.L.,Fra. PROTECCION CIVIL,519.7
Alumbrado público,165,22100,2019-08-27,A08431090,NATURGY IBERIA SA,"Fra. ELECTRICIDAD en SIETE PICOS,1 del 21/05/2019 - 18/07/2019",153.07
Alumbrado público,165,22100,2019-08-27,A08431090,NATURGY IBERIA SA,"Fra. ELECTRICIDAD en GAMONAL,1 del 10/06/2019 - 07/08/2019",16.25
Alumbrado público,165,22200,2019-08-27,A78923125,TELEFONICA SERVICIOS MOVILES SA,Fra. Movistar - Conectividad gestionada Kite CF: default Periodo: 1 jul 2019 - 31 jul 2019 - Cargos de cliente asociados a servicios básicos,258.21
Administración General de servicios sociales,230,21300,2019-08-27,A84149566,EIVAR OBRAS E INGENIERIA  S.A.,Fra. -Orden de Trabajo Nº 289913,119.02
Asistencia a personas dependientes,234,21300,2019-08-27,A84149566,EIVAR OBRAS E INGENIERIA  S.A.,Fra. Albarán nº18472,78.0
Asistencia a personas dependientes,234,22103,2019-08-27,A66829045,GAS NATURAL REDES GLP SA,"Fra.  CUPS: ES0237022200008059WS /  ANTON,0040 BJ  26/05/2019 - 25/07/2019",153.68
Administración general de educación,320,21300,2019-08-27,A84149566,EIVAR OBRAS E INGENIERIA  S.A.,Fra. -Orden de Trabajo Nº 289913,180.05
Administración general de educación,320,21300,2019-08-27,A84149566,EIVAR OBRAS E INGENIERIA  S.A.,Fra. Albarán nº18472,32.0
Administración general de educación,320,22103,2019-08-27,A66829045,GAS NATURAL REDES GLP SA,"Fra.  CUPS: ES0237022200073637RC MATORRAL, 0001 BJ 1 26/05/2019 - 25/07/2019",167.02
Bibliotecas y Archivos,332,21300,2019-08-27,A84149566,EIVAR OBRAS E INGENIERIA  S.A.,Fra. -Orden de Trabajo Nº 289913,30.01
Promoción cultural,334,21300,2019-08-27,A84149566,EIVAR OBRAS E INGENIERIA  S.A.,Fra. -Orden de Trabajo Nº 289913,90.02
Promoción cultural,334,21300,2019-08-27,A84149566,EIVAR OBRAS E INGENIERIA  S.A.,Fra. Albarán nº18472,78.0
Promoción cultural,334,22609,2019-08-27,G28029643,SOCIEDAD GENERAL DE AUTORES Y EDITORES,"Fra. 0003243740 CASA DE CULTURA TEATRO MUNICIPAL SALVADOR SANCHEZ FRASCUELO 26 , 11 MORALZARZAL 28411 REPRESENTACION 03/03/2019 MONSTER ROCK EL MUSICAL - LUIS MÉNDES RODRÍGUEZ",370.21
Promoción cultural,334,22609,2019-08-27,070045048C,"JABALERA*UBEDA,SONIA",Fra Alquiler equipo sonido Palabra de,701.8
Instalaciones de ocupación del tiempo libre,337,21300,2019-08-27,B60442530,KONECRANES AND DEMAG IBERICA SLU,"Fra. REVISIÓN CUBIERTA PLAZA DE MORALZARZAL, SEGUNDO PAGO 25%",1058.75
Instalaciones de ocupación del tiempo libre,337,21300,2019-08-27,A84149566,EIVAR OBRAS E INGENIERIA  S.A.,Fra. Orden Trabajo Mantenimiento 261233,55.78
Administración General de Deportes,340,21300,2019-08-27,A84149566,EIVAR OBRAS E INGENIERIA  S.A.,Fra. Albarán nº18472,111.03
Administración General de Deportes,340,21300,2019-08-27,A84149566,EIVAR OBRAS E INGENIERIA  S.A.,Fra. Albarán nº18472,267.2
Administración General de Deportes,340,22103,2019-08-27,B81752420,CONSTRUCCIONES PLAZA 4 SL,Fra. DEPORTES JULIO ´19,78.86
Administración General de Deportes,340,22609,2019-08-27,A28571750,SUPERMERCADOS HIBER SA,Fra. SUMINISTRO DE ALIMENTACION,173.51
Administración General de Deportes,340,22706,2019-08-27,B83752840,"INSTINTO DEPORTIVO, S.L.",Fra. IMPARTICIÓN DE CLASES COLECTIVAS PARA EL AYUNTAMIENTO DE MORALZARZAL AGOSTO 2019,4773.01
Piscina Cubierta Municipal ,343,21300,2019-08-27,B83821967,CENTRO INTEGRAL DE MASAJE HIDRO-SIERRA SL,"Fra. MANTEN,MECANICO PARTES PARTES JUNIO 2019",867.27
Piscina Cubierta Municipal ,343,22708,2019-08-27,B83821967,CENTRO INTEGRAL DE MASAJE HIDRO-SIERRA SL,Fra. Mantenimiento Parque Acuatico Según detalle anexo a factura,3946.05
Administración General ,920,21300,2019-08-27,A84149566,EIVAR OBRAS E INGENIERIA  S.A.,Fra. -Orden de Trabajo Nº 289913,15.0
Administración General ,920,21300,2019-08-27,A84149566,EIVAR OBRAS E INGENIERIA  S.A.,Fra. Albarán nº18472,402.07
Administración General ,920,21300,2019-08-27,A84149566,EIVAR OBRAS E INGENIERIA  S.A.,Fra. Albarán nº18472,78.0
Fiestas populares y festejos,338,22608,2019-09-03,0.0,0.0,Expte 6026/2019 INDEMINIZACIÓN POR SERVICIO VETERINARIOS,5258.18
Gestión del Padrón Municipal de Habitantes,923,04IFS,2019-09-04,A85058618,TECNOLOGIA DE FIRMES SA,"Fra. IMPORTE DE LOS TRABAJOS EJECUTADOS EN LA OBRA DE ASFALTADO CALLE BELLAS VISTAS Y ADECUACION PEATONAL DE ACERADOS DE LAS CALLES BORRICO PARRA Y VIA DEL BERROCAL, EXPTE 850",110111.32
Limpieza viaria,163,22719,2019-09-04,A85209575,NATURALIA NATURALEZA URBANA SA,"Fra. Servicio de Lucha Antivectorial, Desratización red alcantarillado EXPTE: 4483/2016",561.0
Asistencia a personas dependientes,234,22601,2019-09-04,005342294S,"MATEOS*JIMENO,ANTONIO",Fra. Alquiler de sillas día del abuelo 26/07/2019 Alquiler 100 sillas Moralzarzal,181.5
Asistencia a personas dependientes,234,22718,2019-09-04,070070030R,"GUTIERREZ*SEGOVIA,CELIA",Fra Quiropodia Julio 2019,308.1
"Hospitales, servicios asistenciales y centros de s",312,21300,2019-09-04,B82080177,RICOH    ESPAÑA SLU,"Fra. Facturación de Precio por copia B/N, Ref,: 6951/2017, Contrato: 74039037, Modelo: SP 3610SF, Num, Serie: T626HA00041, CL CAÑADA 50 , 28411 MORALZARZAL Edificio:DEPORTES D",25.6
Administración general de educación,320,22110,2019-09-04,B80377971,D.S. LINEA VERDE S.L.,"Fra. C,P,SAN MIGUEL ARCANGEL",46.19
Promoción cultural,334,21300,2019-09-04,B82080177,RICOH    ESPAÑA SLU,"Fra. Facturación de Precio por copia B/N, Ref,: 6951/2017, Contrato: 74039037, Modelo: SP 3610SF, Num, Serie: T626HA00041, CL CAÑADA 50 , 28411 MORALZARZAL Edificio:DEPORTES D",2.19
Juventud,339,22609,2019-09-04,A28741262,FRANCISCO LARREA SA,Fra. Traslado Moralzarzal a Parque Warner,396.0
Administración General de Deportes,340,21300,2019-09-04,B82080177,RICOH    ESPAÑA SLU,"Fra. Facturación de Precio por copia B/N, Ref,: 6951/2017, Contrato: 74039037, Modelo: SP 3610SF, Num, Serie: T626HA00041, CL CAÑADA 50 , 28411 MORALZARZAL Edificio:DEPORTES D",43.06
Administración General de Deportes,340,22400,2019-09-04,A28013050,CASER SEGUROS,Fra. POLIZA 50220852 RECIBO 6782971 EFECTO 08-08-19 A 08-11-19 ACCIDENTES,1173.51
Piscina Cubierta Municipal ,343,21200,2019-09-04,B86631744,NATURALEZA ROBUSTA DIRECTA SL,"Fra. REJUNTADO DE PISCINA REJUNTADO DE PISCINA, Rejuntado de juntas de gresite de piscina, mediante limpieza de gresite y juntas con agua a presión y aplicación de salfumán pa",12080.84
Piscina Cubierta Municipal ,343,21300,2019-09-04,B82704115,MORAJARDIN SL,Fra. Formacion de pradera  Piscina municipal,28798.0
Órganos de gobierno,912,21300,2019-09-04,B82080177,RICOH    ESPAÑA SLU,"Fra. Facturación de Precio por copia B/N, Ref,: 6951/2017, Contrato: 74039037, Modelo: SP 3610SF, Num, Serie: T626HA00041, CL CAÑADA 50 , 28411 MORALZARZAL Edificio:DEPORTES D",5.47
Administración General ,920,21300,2019-09-04,B82080177,RICOH    ESPAÑA SLU,"Fra. Facturación de Precio por copia B/N, Ref,: 6951/2017, Contrato: 74039037, Modelo: SP 3610SF, Num, Serie: T626HA00041, CL CAÑADA 50 , 28411 MORALZARZAL Edificio:DEPORTES D",25.14
Administración General ,920,21300,2019-09-04,B82080177,RICOH    ESPAÑA SLU,"Fra. Facturación de Precio por copia B/N, Ref,: 6951/2017, Contrato: 74039037, Modelo: SP 3610SF, Num, Serie: T626HA00041, CL CAÑADA 50 , 28411 MORALZARZAL Edificio:DEPORTES D",54.51
Administración General ,920,21300,2019-09-04,B82080177,RICOH    ESPAÑA SLU,"Fra. Facturación de Precio por copia B/N, Ref,: 6951/2017, Contrato: 74039037, Modelo: SP 3610SF, Num, Serie: T626HA00041, CL CAÑADA 50 , 28411 MORALZARZAL Edificio:DEPORTES D",40.81
Administración General ,920,21300,2019-09-04,B82080177,RICOH    ESPAÑA SLU,"Fra. Facturación de Precio por copia B/N, Ref,: 6951/2017, Contrato: 74039037, Modelo: SP 3610SF, Num, Serie: T626HA00041, CL CAÑADA 50 , 28411 MORALZARZAL Edificio:DEPORTES D",12.91
Administración General ,920,21600,2019-09-04,B84213362,SUMINISTROS INTEGRALES LA ROCHA S.L.,"Fra. CABLE USB 2,0 1,8MT",9.15
Administración General ,920,22110,2019-09-04,B80377971,D.S. LINEA VERDE S.L.,Fra. CASA CONSISTORIAL,112.68
Vías públicas,153,21400,2019-09-05,0.0,0.0,EXPTE 6413/2019 REPARACIÓN GRUA VEHÍCULO BRIGADA,789.53
Fiestas populares y festejos,338,22608,2019-09-05,A08171373,MGS MUTUA DE SEGUROS Y REASEGUROS SA,Fra. SEGURO DE ACCIDENTES PARA FESTEJOS,4811.36
Fiestas populares y festejos,338,22608,2019-09-05,A08171373,MGS MUTUA DE SEGUROS Y REASEGUROS SA,Fra. RESPONSABILIDAD CIVIL DE FESTEJOS,2094.62
Fiestas populares y festejos,338,22608,2019-09-05,S7800001E,COMUNIDAD DE MADRID,Fra tasa Festejos taurinos Fiestas Patronales,355.26
Fiestas populares y festejos,338,22608,2019-09-05,S7800001E,COMUNIDAD DE MADRID,Fra tasa novilada sin picar 20/09,232.08
Fiestas populares y festejos,338,22608,2019-09-05,S7800001E,COMUNIDAD DE MADRID,Fra tasa novillada y suelta de reses 21/09,232.08
Fiestas populares y festejos,338,22608,2019-09-05,S7800001E,COMUNIDAD DE MADRID,Fra tasa novillada y suelta de reses 22/09,232.08
Fiestas populares y festejos,338,22608,2019-09-05,S7800001E,COMUNIDAD DE MADRID,Fra tasa novillada y suelta de reses 22/09,232.08
Juventud,339,22609,2019-09-05,0.0,0.0,"EXPTE 5920/2019 SALIDA CINE ""REY LEÓN""",-50.0
Administración Gral Seguridad y Protección Civil,130,21300,2019-09-06,B46001897,THYSSENKRUPP ELEVADORES SL,"Fra. POR EL SERVICIO DE MANTENIMIENTO DEL NUMERO DE APARATOS INDICADOS Dirección de Instalación: AV/SALVADOR SANCHEZ FRASCUELO ,26 - Moralzarzal Periodo Facturado: 01/07/2019",74.2
Parques y jardines,171,22110,2019-09-06,B80377971,D.S. LINEA VERDE S.L.,Fra. AREA URBANISMO,128.27
Parques y jardines,171,22110,2019-09-06,B80377971,D.S. LINEA VERDE S.L.,Fra. URBANISMO,32.04
Parques y jardines,171,22110,2019-09-06,B80377971,D.S. LINEA VERDE S.L.,Fra. URBANISMO,98.01
Administración General de servicios sociales,230,21300,2019-09-06,B46001897,THYSSENKRUPP ELEVADORES SL,"Fra. POR EL SERVICIO DE MANTENIMIENTO DEL NUMERO DE APARATOS INDICADOS Dirección de Instalación: AV/SALVADOR SANCHEZ FRASCUELO ,26 - Moralzarzal Periodo Facturado: 01/07/2019",74.2
Asistencia a personas dependientes,234,21300,2019-09-06,B46001897,THYSSENKRUPP ELEVADORES SL,"Fra. POR EL SERVICIO DE MANTENIMIENTO DEL NUMERO DE APARATOS INDICADOS Dirección de Instalación: AV/SALVADOR SANCHEZ FRASCUELO ,26 - Moralzarzal Periodo Facturado: 01/07/2019",74.2
Administración general de educación,320,21300,2019-09-06,B46001897,THYSSENKRUPP ELEVADORES SL,"Fra. POR EL SERVICIO DE MANTENIMIENTO DEL NUMERO DE APARATOS INDICADOS Dirección de Instalación: AV/SALVADOR SANCHEZ FRASCUELO ,26 - Moralzarzal Periodo Facturado: 01/07/2019",222.62
Bibliotecas y Archivos,332,21300,2019-09-06,B46001897,THYSSENKRUPP ELEVADORES SL,"Fra. POR EL SERVICIO DE MANTENIMIENTO DEL NUMERO DE APARATOS INDICADOS Dirección de Instalación: AV/SALVADOR SANCHEZ FRASCUELO ,26 - Moralzarzal Periodo Facturado: 01/07/2019",74.2
Promoción cultural,334,21300,2019-09-06,B46001897,THYSSENKRUPP ELEVADORES SL,"Fra. POR EL SERVICIO DE MANTENIMIENTO DEL NUMERO DE APARATOS INDICADOS Dirección de Instalación: AV/SALVADOR SANCHEZ FRASCUELO ,26 - Moralzarzal Periodo Facturado: 01/07/2019",148.41
Promoción cultural,334,22199,2019-09-06,B87657839,IBERIAN MEDICAL DEVICES SL,Fra. DCH-A-AVD,285.8
Promoción cultural,334,22609,2019-09-06,070045048C,"JABALERA*UBEDA,SONIA",Fra Sonorizacion conciertos plaza Constitucion musicos amateurs,819.47
Instalaciones de ocupación del tiempo libre,337,21300,2019-09-06,B46001897,THYSSENKRUPP ELEVADORES SL,"Fra. POR EL SERVICIO DE MANTENIMIENTO DEL NUMERO DE APARATOS INDICADOS Dirección de Instalación: AV/SALVADOR SANCHEZ FRASCUELO ,26 - Moralzarzal Periodo Facturado: 01/07/2019",74.21
Administración General de Deportes,340,21200,2019-09-06,B87068359,ANSER REF. CONS. SL,Fra. KIX 300 VELUX ACTIVE CONTROL DEL CLIMA INTERIOR,1496.08
Administración General de Deportes,340,21300,2019-09-06,B46001897,THYSSENKRUPP ELEVADORES SL,"Fra. POR EL SERVICIO DE MANTENIMIENTO DEL NUMERO DE APARATOS INDICADOS Dirección de Instalación: AV/SALVADOR SANCHEZ FRASCUELO ,26 - Moralzarzal Periodo Facturado: 01/07/2019",74.21
Piscina Cubierta Municipal ,343,21300,2019-09-06,B83821967,CENTRO INTEGRAL DE MASAJE HIDRO-SIERRA SL,"Fra. MANTEN,MECANICO PARTES PARTES JULIO 2019",451.49
Piscina Cubierta Municipal ,343,22700,2019-09-06,B83821967,CENTRO INTEGRAL DE MASAJE HIDRO-SIERRA SL,Fra. Mantenimiento integral Piscinas  AGOSTO 2019 PISCINAS MUNICIPALES,4638.33
Piscina Cubierta Municipal ,343,22708,2019-09-06,B83821967,CENTRO INTEGRAL DE MASAJE HIDRO-SIERRA SL,"Fra. MANTEN,MECANICO MANTENIMIENTO MECANICO  AGOSTO 2019",2325.22
Piscina Cubierta Municipal ,343,22708,2019-09-06,B83821967,CENTRO INTEGRAL DE MASAJE HIDRO-SIERRA SL,Fra. Mantenimiento Parque Acuatico AGOSTO 2019 Según detalle anexo a factura,3378.19
"Adm.General Comercio,turismo y PIMES",430,22606,2019-09-06,011823880V,"ROLDAN*GABRIEL,MARIA HENAR",Fra Actividad educativa Noche de estrellas Perseidas,450.0
Órganos de gobierno,912,22706,2019-09-06,070240381Z,"GARCIA*GARCIA,ELIA (TRALARA)",Fra Seis sesiones narracion oral+taller habitos saludables en biblioteca,1485.0
Administración General ,920,21300,2019-09-06,B46001897,THYSSENKRUPP ELEVADORES SL,"Fra. POR EL SERVICIO DE MANTENIMIENTO DEL NUMERO DE APARATOS INDICADOS Dirección de Instalación: AV/SALVADOR SANCHEZ FRASCUELO ,26 - Moralzarzal Periodo Facturado: 01/07/2019",74.2
Administración General ,920,21600,2019-09-06,B85363471,STRATO NETWOKS SL,"Fra. Instalacion de AP Unifi AC lite doble radio, en edificio auxiliar ayto, Cableado y colocacion en falso techo",242.0
Administración General ,920,22403,2019-09-06,A28013050,CASER SEGUROS,Fra. POLIZA 95843832 RECIBO 6796506 EFECTO 02-08-19 A 02-11-19 MULTIRRIESGO PZA LA CONSTITUCION 1,3242.82
Administración General ,920,22706,2019-09-06,B87657839,IBERIAN MEDICAL DEVICES SL,Fra. DCH-A-AVD,285.8
Administración General ,920,22717,2019-09-06,B84428879,ADD4U SOLUCIONES AVANZADAS PARA LA GESTION SL,"Fra. Mantenimiento informático para el Ayuntamiento de Moralzarzal, Mes de JULIO de 2019,",10070.83
Administración General ,920,22709,2019-09-09,A39000013,BANCO SANTANDER SA,BSCH GASTOS DEVOLUCION RECIBOS,4.84
Administración Gral Seguridad y Protección Civil,130,22101,2019-09-10,A86488087,CANAL DE ISABEL II GESTION SA,"Fra. AGUA en C/ DEL RASO, 011 del 19-03-2019 al 22-05-2019",114.36
Administración Gral Seguridad y Protección Civil,130,22101,2019-09-10,A86488087,CANAL DE ISABEL II GESTION SA,"Fra. AGUA en C/ DEL RASO, 011 del 19-03-2019 al 22-05-2019",50.52
Administración Gral Seguridad y Protección Civil,130,22719,2019-09-10,B85363687,GTRES GRUAS ANTONIO SL,Fra. SERVICIO GRUA MES AGOSTO,1210.0
Vías públicas,153,22101,2019-09-10,A86488087,CANAL DE ISABEL II GESTION SA,"Fra. AGUA en C/ CACERA CONCEJO, 002 del 19-03-2019 al 22-05-2019",22.88
Parques y jardines,171,22101,2019-09-10,A86488087,CANAL DE ISABEL II GESTION SA,"Fra. AGUA en C/ ROSELES, S/N del 19-03-2019 al 22-05-2019",29.18
Parques y jardines,171,22101,2019-09-10,A86488087,CANAL DE ISABEL II GESTION SA,"Fra. AGUA en C/ ROSELES, S/N del 19-03-2019 al 22-05-2019",125.35
Administración General de servicios sociales,230,22101,2019-09-10,A86488087,CANAL DE ISABEL II GESTION SA,"Fra. AGUA en C/ DE LA IGLESIA, 007 del 19-03-2019 al 22-05-2019",37.6
Administración General de servicios sociales,230,22101,2019-09-10,A86488087,CANAL DE ISABEL II GESTION SA,"Fra. AGUA en C/ DE LA IGLESIA, 007 del 19-03-2019 al 22-05-2019",125.35
Asistencia a personas dependientes,234,22101,2019-09-10,A86488087,CANAL DE ISABEL II GESTION SA,"Fra. AGUA en C/ CORTA, S/N del 19-03-2019 al 22-05-2019",174.83
Asistencia a personas dependientes,234,22101,2019-09-10,A86488087,CANAL DE ISABEL II GESTION SA,"Fra. AGUA en C/ CORTA, S/N del 19-03-2019 al 22-05-2019",194.38
Asistencia a personas dependientes,234,22601,2019-09-10,004194958B,"DIAZ*MUÑOZ,OSCAR",Fra. CATERING DIA DEL ABUELO 26/07/2019,4565.0
Administración general de educación,320,22101,2019-09-10,A86488087,CANAL DE ISABEL II GESTION SA,"Fra. AGUA en C/ DE MARCELINO REYERO, 002 del 19-03-2019 al 22-05-2019",61.18
Administración general de educación,320,22101,2019-09-10,A86488087,CANAL DE ISABEL II GESTION SA,"Fra. AGUA en C/ DEL CAÑO, 011 del 19-03-2019 al 22-05-2019",36.91
Administración general de educación,320,22101,2019-09-10,A86488087,CANAL DE ISABEL II GESTION SA,"Fra. AGUA en C/ DEL CAÑO, 001 del 19-03-2019 al 22-05-2019",123.73
Administración general de educación,320,22101,2019-09-10,A86488087,CANAL DE ISABEL II GESTION SA,"Fra. AGUA en CNO DE ALPEDRETE, S/N del 19-03-2019 al 22-05-2019",514.04
Administración general de educación,320,22101,2019-09-10,A86488087,CANAL DE ISABEL II GESTION SA,"Fra. AGUA en C/ DEL RASO, 006 del 19-03-2019 al 22-05-2019",185.82
Administración general de educación,320,22101,2019-09-10,A86488087,CANAL DE ISABEL II GESTION SA,"Fra. AGUA en C/ DEL MATORRAL, S/N del 19-03-2019 al 22-05-2019",152.71
Administración general de educación,320,22101,2019-09-10,A86488087,CANAL DE ISABEL II GESTION SA,"Fra. AGUA en C/ DEL RASO, 002 del 19-03-2019 al 22-05-2019",199.15
